tile,route,fold,n_cross_fold_pairs,sum_overlap_m2,capped_overlap_m2
O2021_82_20_1_0024_00005078_12000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_12000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_12000_4000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_12000_5000.tif,82-20,2,6,11400.0,10000.0
O2021_82_20_1_0024_00005078_12000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_12000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_12000_8000.tif,82-20,2,6,18600.0,10000.0
O2021_82_20_1_0024_00005078_13000_1000.tif,82-20,2,2,6200.0,6200.0
O2021_82_20_1_0024_00005078_13000_2000.tif,82-20,2,2,6200.0,6200.0
O2021_82_20_1_0024_00005078_13000_3000.tif,82-20,2,2,6200.0,6200.0
O2021_82_20_1_0024_00005078_13000_4000.tif,82-20,2,2,6200.0,6200.0
O2021_82_20_1_0024_00005078_13000_5000.tif,82-20,2,3,7054.0,7054.0
O2021_82_20_1_0024_00005078_13000_6000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005078_13000_7000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005078_13000_8000.tif,82-20,2,3,11446.0,10000.0
O2021_82_20_1_0024_00005078_2000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_2000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_2000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_2000_4000.tif,82-20,2,10,21700.0,10000.0
O2021_82_20_1_0024_00005078_2000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005078_2000_6000.tif,82-20,2,14,31700.0,10000.0
O2021_82_20_1_0024_00005078_2000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0024_00005078_2000_8000.tif,82-20,2,12,36900.0,10000.0
O2021_82_20_1_0024_00005078_3000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_3000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_3000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_3000_4000.tif,82-20,2,10,21700.0,10000.0
O2021_82_20_1_0024_00005078_3000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005078_3000_6000.tif,82-20,2,14,31700.0,10000.0
O2021_82_20_1_0024_00005078_3000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0024_00005078_3000_8000.tif,82-20,2,12,36900.0,10000.0
O2021_82_20_1_0024_00005078_4000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_4000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_4000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_4000_4000.tif,82-20,2,10,21700.0,10000.0
O2021_82_20_1_0024_00005078_4000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,2,14,31700.0,10000.0
O2021_82_20_1_0024_00005078_4000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0024_00005078_4000_8000.tif,82-20,2,12,36900.0,10000.0
O2021_82_20_1_0024_00005078_5000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_5000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_5000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_5000_4000.tif,82-20,2,10,21700.0,10000.0
O2021_82_20_1_0024_00005078_5000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005078_5000_6000.tif,82-20,2,14,31700.0,10000.0
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0024_00005078_5000_8000.tif,82-20,2,12,36900.0,10000.0
O2021_82_20_1_0024_00005078_6000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_6000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_6000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_6000_4000.tif,82-20,2,10,21700.0,10000.0
O2021_82_20_1_0024_00005078_6000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005078_6000_6000.tif,82-20,2,14,31700.0,10000.0
O2021_82_20_1_0024_00005078_6000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0024_00005078_6000_8000.tif,82-20,2,12,36900.0,10000.0
O2021_82_20_1_0024_00005078_7000_1000.tif,82-20,2,6,13400.0,10000.0
O2021_82_20_1_0024_00005078_7000_2000.tif,82-20,2,6,13400.0,10000.0
O2021_82_20_1_0024_00005078_7000_3000.tif,82-20,2,6,13400.0,10000.0
O2021_82_20_1_0024_00005078_7000_4000.tif,82-20,2,7,13825.0,10000.0
O2021_82_20_1_0024_00005078_7000_5000.tif,82-20,2,9,16875.0,10000.0
O2021_82_20_1_0024_00005078_7000_6000.tif,82-20,2,11,23825.0,10000.0
O2021_82_20_1_0024_00005078_7000_7000.tif,82-20,2,12,25900.0,10000.0
O2021_82_20_1_0024_00005078_7000_8000.tif,82-20,2,9,24075.0,10000.0
O2021_82_20_1_0024_00005078_8000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_8000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_8000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_8000_4000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_8000_5000.tif,82-20,2,6,11400.0,10000.0
O2021_82_20_1_0024_00005078_8000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_8000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_8000_8000.tif,82-20,2,6,18600.0,10000.0
O2021_82_20_1_0024_00005078_9000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_9000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_9000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_9000_4000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_9000_5000.tif,82-20,2,6,11400.0,10000.0
O2021_82_20_1_0024_00005078_9000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_9000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_9000_8000.tif,82-20,2,6,18600.0,10000.0
O2021_82_20_1_0024_00005079_0_10000.tif,82-20,2,6,18500.0,10000.0
O2021_82_20_1_0024_00005079_0_11000.tif,82-20,2,6,11500.0,10000.0
O2021_82_20_1_0024_00005079_0_5000.tif,82-20,2,2,6700.0,6700.0
O2021_82_20_1_0024_00005079_0_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_0_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_0_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_0_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_10000_10000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_10000_11000.tif,82-20,2,6,18200.0,10000.0
O2021_82_20_1_0024_00005079_10000_5000.tif,82-20,2,2,5600.0,5600.0
O2021_82_20_1_0024_00005079_10000_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_10000_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_10000_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_10000_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_1000_10000.tif,82-20,2,8,22400.0,10000.0
O2021_82_20_1_0024_00005079_1000_11000.tif,82-20,2,9,18680.0,10000.0
O2021_82_20_1_0024_00005079_1000_5000.tif,82-20,2,3,8884.0,8884.0
O2021_82_20_1_0024_00005079_1000_6000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0024_00005079_1000_7000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0024_00005079_1000_8000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0024_00005079_1000_9000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0024_00005079_11000_10000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_11000_11000.tif,82-20,2,6,18200.0,10000.0
O2021_82_20_1_0024_00005079_11000_5000.tif,82-20,2,2,5600.0,5600.0
O2021_82_20_1_0024_00005079_11000_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_11000_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_11000_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_11000_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_12000_10000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_12000_11000.tif,82-20,2,6,18200.0,10000.0
O2021_82_20_1_0024_00005079_12000_5000.tif,82-20,2,2,5600.0,5600.0
O2021_82_20_1_0024_00005079_12000_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_12000_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_12000_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_12000_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_13000_10000.tif,82-20,2,2,6100.0,6100.0
O2021_82_20_1_0024_00005079_13000_11000.tif,82-20,2,3,11020.0,10000.0
O2021_82_20_1_0024_00005079_13000_5000.tif,82-20,2,1,3416.0,3416.0
O2021_82_20_1_0024_00005079_13000_6000.tif,82-20,2,2,6100.0,6100.0
O2021_82_20_1_0024_00005079_13000_7000.tif,82-20,2,2,6100.0,6100.0
O2021_82_20_1_0024_00005079_13000_8000.tif,82-20,2,2,6100.0,6100.0
O2021_82_20_1_0024_00005079_13000_9000.tif,82-20,2,2,6100.0,6100.0
O2021_82_20_1_0024_00005079_2000_10000.tif,82-20,2,10,28500.0,10000.0
O2021_82_20_1_0024_00005079_2000_11000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005079_2000_5000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005079_2000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_2000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_2000_8000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_2000_9000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_3000_10000.tif,82-20,2,10,28500.0,10000.0
O2021_82_20_1_0024_00005079_3000_11000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005079_3000_5000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005079_3000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_3000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_3000_8000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_3000_9000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_4000_10000.tif,82-20,2,10,28500.0,10000.0
O2021_82_20_1_0024_00005079_4000_11000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005079_4000_5000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005079_4000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_4000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_4000_8000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_4000_9000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_5000_10000.tif,82-20,2,10,28500.0,10000.0
O2021_82_20_1_0024_00005079_5000_11000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005079_5000_5000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005079_5000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_5000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_5000_8000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_5000_9000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_6000_10000.tif,82-20,2,10,28500.0,10000.0
O2021_82_20_1_0024_00005079_6000_11000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005079_6000_5000.tif,82-20,2,4,12300.0,10000.0
O2021_82_20_1_0024_00005079_6000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_6000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_6000_8000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_6000_9000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005079_7000_10000.tif,82-20,2,7,15340.0,10000.0
O2021_82_20_1_0024_00005079_7000_11000.tif,82-20,2,9,21860.0,10000.0
O2021_82_20_1_0024_00005079_7000_5000.tif,82-20,2,3,7811.0,7811.0
O2021_82_20_1_0024_00005079_7000_6000.tif,82-20,2,6,13300.0,10000.0
O2021_82_20_1_0024_00005079_7000_7000.tif,82-20,2,6,13300.0,10000.0
O2021_82_20_1_0024_00005079_7000_8000.tif,82-20,2,6,13300.0,10000.0
O2021_82_20_1_0024_00005079_7000_9000.tif,82-20,2,6,13300.0,10000.0
O2021_82_20_1_0024_00005079_8000_10000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_8000_11000.tif,82-20,2,6,18200.0,10000.0
O2021_82_20_1_0024_00005079_8000_5000.tif,82-20,2,2,5600.0,5600.0
O2021_82_20_1_0024_00005079_8000_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_8000_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_8000_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_8000_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_9000_10000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_9000_11000.tif,82-20,2,6,18200.0,10000.0
O2021_82_20_1_0024_00005079_9000_5000.tif,82-20,2,2,5600.0,5600.0
O2021_82_20_1_0024_00005079_9000_6000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_9000_7000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_9000_8000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005079_9000_9000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_0_10000.tif,82-20,2,2,3500.0,3500.0
O2021_82_20_1_0024_00005080_0_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_10000_10000.tif,82-20,2,2,2400.0,2400.0
O2021_82_20_1_0024_00005080_10000_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_1000_10000.tif,82-20,2,3,4412.0,4412.0
O2021_82_20_1_0024_00005080_1000_11000.tif,82-20,2,6,13800.0,10000.0
O2021_82_20_1_0024_00005080_11000_10000.tif,82-20,2,2,2400.0,2400.0
O2021_82_20_1_0024_00005080_11000_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_12000_10000.tif,82-20,2,2,2400.0,2400.0
O2021_82_20_1_0024_00005080_12000_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_13000_10000.tif,82-20,2,1,1488.0,1488.0
O2021_82_20_1_0024_00005080_13000_11000.tif,82-20,2,2,6200.0,6200.0
O2021_82_20_1_0024_00005080_2000_10000.tif,82-20,2,4,5900.0,5900.0
O2021_82_20_1_0024_00005080_2000_11000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005080_3000_10000.tif,82-20,2,4,5900.0,5900.0
O2021_82_20_1_0024_00005080_3000_11000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005080_4000_10000.tif,82-20,2,4,5900.0,5900.0
O2021_82_20_1_0024_00005080_4000_11000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005080_5000_10000.tif,82-20,2,4,5900.0,5900.0
O2021_82_20_1_0024_00005080_5000_11000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005080_6000_10000.tif,82-20,2,4,5900.0,5900.0
O2021_82_20_1_0024_00005080_6000_11000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005080_7000_10000.tif,82-20,2,3,3590.0,3590.0
O2021_82_20_1_0024_00005080_7000_11000.tif,82-20,2,6,13400.0,10000.0
O2021_82_20_1_0024_00005080_8000_10000.tif,82-20,2,2,2400.0,2400.0
O2021_82_20_1_0024_00005080_8000_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005080_9000_10000.tif,82-20,2,2,2400.0,2400.0
O2021_82_20_1_0024_00005080_9000_11000.tif,82-20,2,4,10000.0,10000.0
O2021_82_21_1_0004_00002039_10000_0.tif,82-21,1,20,48200.0,10000.0
O2021_82_21_1_0004_00002039_10000_2000.tif,82-21,1,16,35300.0,10000.0
O2021_82_21_1_0004_00002039_10000_3000.tif,82-21,1,14,35400.0,10000.0
O2021_82_21_1_0004_00002039_11000_0.tif,82-21,1,20,48200.0,10000.0
O2021_82_21_1_0004_00002039_11000_2000.tif,82-21,1,16,35300.0,10000.0
O2021_82_21_1_0004_00002039_11000_3000.tif,82-21,1,14,35400.0,10000.0
O2021_82_21_1_0004_00002039_12000_0.tif,82-21,1,20,48200.0,10000.0
O2021_82_21_1_0004_00002039_12000_2000.tif,82-21,1,16,35300.0,10000.0
O2021_82_21_1_0004_00002039_12000_3000.tif,82-21,1,14,35400.0,10000.0
O2021_82_21_1_0004_00002039_13000_0.tif,82-21,1,15,37984.0,10000.0
O2021_82_21_1_0004_00002039_13000_2000.tif,82-21,1,11,25699.0,10000.0
O2021_82_21_1_0004_00002039_13000_3000.tif,82-21,1,10,26100.0,10000.0
O2021_82_21_1_0004_00002039_14000_0.tif,82-21,1,10,25400.0,10000.0
O2021_82_21_1_0004_00002039_14000_2000.tif,82-21,1,6,14600.0,10000.0
O2021_82_21_1_0004_00002039_14000_3000.tif,82-21,1,6,15400.0,10000.0
O2021_82_21_1_0004_00002039_15000_0.tif,82-21,1,10,25400.0,10000.0
O2021_82_21_1_0004_00002039_15000_2000.tif,82-21,1,6,14600.0,10000.0
O2021_82_21_1_0004_00002039_15000_3000.tif,82-21,1,6,15400.0,10000.0
O2021_82_21_1_0004_00002039_16000_0.tif,82-21,1,10,25400.0,10000.0
O2021_82_21_1_0004_00002039_16000_2000.tif,82-21,1,6,14600.0,10000.0
O2021_82_21_1_0004_00002039_16000_3000.tif,82-21,1,6,15400.0,10000.0
O2021_82_21_1_0004_00002039_3000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_3000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_3000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_4000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_4000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_4000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_5000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_5000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_5000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_6000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_6000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_6000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_7000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_7000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_7000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_8000_0.tif,82-21,1,10,22800.0,10000.0
O2021_82_21_1_0004_00002039_8000_2000.tif,82-21,1,10,20700.0,10000.0
O2021_82_21_1_0004_00002039_8000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002039_9000_0.tif,82-21,1,15,28942.0,10000.0
O2021_82_21_1_0004_00002039_9000_2000.tif,82-21,1,13,24258.0,10000.0
O2021_82_21_1_0004_00002039_9000_3000.tif,82-21,1,11,23742.0,10000.0
O2021_82_21_1_0004_00002040_10000_0.tif,82-21,1,20,48000.0,10000.0
O2021_82_21_1_0004_00002040_10000_1000.tif,82-21,1,20,49300.0,10000.0
O2021_82_21_1_0004_00002040_10000_2000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_10000_3000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_10000_4000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_10000_5000.tif,82-21,1,20,51800.0,10000.0
O2021_82_21_1_0004_00002040_10000_6000.tif,82-21,1,20,55600.0,10000.0
O2021_82_21_1_0004_00002040_10000_7000.tif,82-21,1,14,32800.0,10000.0
O2021_82_21_1_0004_00002040_10000_8000.tif,82-21,1,12,37100.0,10000.0
O2021_82_21_1_0004_00002040_11000_0.tif,82-21,1,20,48000.0,10000.0
O2021_82_21_1_0004_00002040_11000_1000.tif,82-21,1,20,49300.0,10000.0
O2021_82_21_1_0004_00002040_11000_2000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_11000_3000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_11000_4000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_11000_5000.tif,82-21,1,20,51800.0,10000.0
O2021_82_21_1_0004_00002040_11000_6000.tif,82-21,1,20,55600.0,10000.0
O2021_82_21_1_0004_00002040_11000_7000.tif,82-21,1,14,32800.0,10000.0
O2021_82_21_1_0004_00002040_11000_8000.tif,82-21,1,12,37100.0,10000.0
O2021_82_21_1_0004_00002040_12000_0.tif,82-21,1,20,48000.0,10000.0
O2021_82_21_1_0004_00002040_12000_1000.tif,82-21,1,20,49300.0,10000.0
O2021_82_21_1_0004_00002040_12000_2000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_12000_3000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_12000_4000.tif,82-21,1,16,40000.0,10000.0
O2021_82_21_1_0004_00002040_12000_5000.tif,82-21,1,20,51800.0,10000.0
O2021_82_21_1_0004_00002040_12000_6000.tif,82-21,1,20,55600.0,10000.0
O2021_82_21_1_0004_00002040_12000_7000.tif,82-21,1,14,32800.0,10000.0
O2021_82_21_1_0004_00002040_12000_8000.tif,82-21,1,12,37100.0,10000.0
O2021_82_21_1_0004_00002040_13000_0.tif,82-21,1,15,33155.0,10000.0
O2021_82_21_1_0004_00002040_13000_1000.tif,82-21,1,15,35526.0,10000.0
O2021_82_21_1_0004_00002040_13000_2000.tif,82-21,1,12,29300.0,10000.0
O2021_82_21_1_0004_00002040_13000_3000.tif,82-21,1,12,29300.0,10000.0
O2021_82_21_1_0004_00002040_13000_4000.tif,82-21,1,12,29300.0,10000.0
O2021_82_21_1_0004_00002040_13000_5000.tif,82-21,1,15,38524.0,10000.0
O2021_82_21_1_0004_00002040_13000_6000.tif,82-21,1,15,39872.0,10000.0
O2021_82_21_1_0004_00002040_13000_7000.tif,82-21,1,10,21700.0,10000.0
O2021_82_21_1_0004_00002040_13000_8000.tif,82-21,1,8,26000.0,10000.0
O2021_82_21_1_0004_00002040_14000_0.tif,82-21,1,10,20100.0,10000.0
O2021_82_21_1_0004_00002040_14000_1000.tif,82-21,1,10,23500.0,10000.0
O2021_82_21_1_0004_00002040_14000_2000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_14000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_14000_4000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_14000_5000.tif,82-21,1,10,27200.0,10000.0
O2021_82_21_1_0004_00002040_14000_6000.tif,82-21,1,10,26700.0,10000.0
O2021_82_21_1_0004_00002040_14000_7000.tif,82-21,1,6,12800.0,10000.0
O2021_82_21_1_0004_00002040_14000_8000.tif,82-21,1,4,17100.0,10000.0
O2021_82_21_1_0004_00002040_15000_0.tif,82-21,1,10,20100.0,10000.0
O2021_82_21_1_0004_00002040_15000_1000.tif,82-21,1,10,23500.0,10000.0
O2021_82_21_1_0004_00002040_15000_2000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_15000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_15000_4000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_15000_5000.tif,82-21,1,10,27200.0,10000.0
O2021_82_21_1_0004_00002040_15000_6000.tif,82-21,1,10,26700.0,10000.0
O2021_82_21_1_0004_00002040_15000_7000.tif,82-21,1,6,12800.0,10000.0
O2021_82_21_1_0004_00002040_15000_8000.tif,82-21,1,4,17100.0,10000.0
O2021_82_21_1_0004_00002040_16000_0.tif,82-21,1,10,20100.0,10000.0
O2021_82_21_1_0004_00002040_16000_1000.tif,82-21,1,10,23500.0,10000.0
O2021_82_21_1_0004_00002040_16000_2000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_16000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_16000_4000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_16000_5000.tif,82-21,1,10,27200.0,10000.0
O2021_82_21_1_0004_00002040_16000_6000.tif,82-21,1,10,26700.0,10000.0
O2021_82_21_1_0004_00002040_16000_7000.tif,82-21,1,6,12800.0,10000.0
O2021_82_21_1_0004_00002040_16000_8000.tif,82-21,1,4,17100.0,10000.0
O2021_82_21_1_0004_00002040_2000_1000.tif,82-21,1,5,13774.0,10000.0
O2021_82_21_1_0004_00002040_3000_0.tif,82-21,1,10,27900.0,10000.0
O2021_82_21_1_0004_00002040_3000_1000.tif,82-21,1,10,25800.0,10000.0
O2021_82_21_1_0004_00002040_3000_2000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_3000_3000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_3000_4000.tif,82-21,1,8,20000.0,10000.0
O2021_82_21_1_0004_00002040_3000_5000.tif,82-21,1,10,24600.0,10000.0
